Date,Nifty50
2011-08-18,4944.14990234375
2011-08-19,4845.64990234375
2011-08-22,4898.7998046875
2011-08-23,4948.89990234375
2011-08-24,4888.89990234375
2011-08-25,4839.60009765625
2011-08-26,4747.7998046875
2011-08-29,4919.60009765625
2011-08-30,5001.0
2011-09-02,5040.0
2011-09-05,5017.2001953125
2011-09-06,5064.2998046875
2011-09-07,5124.64990234375
2011-09-08,5153.25
2011-09-09,5059.4501953125
2011-09-12,4946.7998046875
2011-09-13,4940.9501953125
2011-09-14,5012.5498046875
2011-09-15,5075.7001953125
2011-09-16,5084.25
2011-09-19,5031.9501953125
2011-09-20,5140.2001953125
2011-09-21,5133.25
2011-09-22,4923.64990234375
2011-09-23,4867.75
2011-09-26,4835.39990234375
2011-09-27,4971.25
2011-09-28,4945.89990234375
2011-09-29,5015.4501953125
2011-09-30,4943.25
2011-10-03,4849.5
2011-10-04,4772.14990234375
2011-10-05,4751.2998046875
2011-10-07,4888.0498046875
2011-10-10,4979.60009765625
2011-10-11,4974.35009765625
2011-10-12,5099.39990234375
2011-10-13,5077.85009765625
2011-10-14,5132.2998046875
2011-10-17,5118.25
2011-10-18,5037.5
2011-10-19,5139.14990234375
2011-10-20,5091.89990234375
2011-10-21,5049.9501953125
2011-10-24,5098.35009765625
2011-10-25,5191.60009765625
2011-10-28,5360.7001953125
2011-10-31,5326.60009765625
2011-11-01,5257.9501953125
2011-11-02,5258.4501953125
2011-11-03,5265.75
2011-11-04,5284.2001953125
2011-11-08,5289.35009765625
2011-11-09,5221.0498046875
2011-11-11,5168.85009765625
2011-11-14,5148.35009765625
2011-11-15,5068.5
2011-11-16,5030.4501953125
2011-11-17,4934.75
2011-11-18,4905.7998046875
2011-11-21,4778.35009765625
2011-11-22,4812.35009765625
2011-11-23,4706.4501953125
2011-11-25,4710.0498046875
2011-11-28,4851.2998046875
2011-11-29,4805.10009765625
2011-11-30,4832.0498046875
2011-12-01,4936.85009765625
2011-12-02,5050.14990234375
2011-12-05,5039.14990234375
2011-12-07,5062.60009765625
2011-12-08,4943.64990234375
2011-12-09,4866.7001953125
2011-12-12,4764.60009765625
2011-12-13,4800.60009765625
2011-12-14,4763.25
2011-12-15,4746.35009765625
2011-12-16,4651.60009765625
2011-12-19,4613.10009765625
2011-12-20,4544.2001953125
2011-12-21,4693.14990234375
2011-12-22,4733.85009765625
2011-12-23,4714.0
