Buy_Date,Entry Price,Position Sizing,Sell_Date,Exit Price,P&L,%P&L,Exit reason
2020-01-20 00:00:00,188.532,242829.216,2020-03-09 00:00:00,121.132,-86811.2,-35.75,Stop loss hit
2020-08-03 00:00:00,198.959,155983.856,2022-06-13 00:00:00,329.2000122070312,102108.954,65.461,TSL hit
2009-05-25 00:00:00,133.943,99921.478,2010-02-01 00:00:00,120.9747619628906,-9674.306,-9.682,TSL hit
2012-10-01 00:00:00,87.824,90283.072,2013-03-18 00:00:00,62.82302474975586,-25701.003,-28.467,TSL hit
2014-05-12 00:00:00,68.3,64611.8,2014-08-25 00:00:00,46.5,-20622.8,-31.918,Stop loss hit
2017-01-30 00:00:00,13.0,43992.0,2018-03-05 00:00:00,13.94999980926514,3214.799,7.308,TSL hit
2020-07-27 00:00:00,3.3,47216.4,2021-06-14 00:00:00,14.10000038146973,154526.405,327.273,Target hit
2009-09-14 00:00:00,62.168,99966.144,2011-01-10 00:00:00,76.73915100097656,23430.411,23.438,TSL hit
2013-01-14 00:00:00,70.553,123397.197,2013-03-18 00:00:00,50.19357299804688,-35608.638,-28.857,TSL hit
2013-10-28 00:00:00,71.378,87794.94,2014-12-15 00:00:00,87.9063720703125,20329.898,23.156,TSL hit
